market,ticker,providerSymbol,nameKr,assetType,sourceUniverse,tier,strategy,riskLevel,goals,beginnerFit,tags,dataStatus,expectedCagr,beta,mdd,dividendYield,displayDividendYield,dividendPolicy,dividendSource,metricsSource,reviewTag,reviewReason,notes,marketCap,aum,sizeSource
KR,214980,214980,KODEX 단기채권PLUS,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,채권|단기채권|방어,ready_with_metrics,1.96,0.0,-0.24,1.92,1.92%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=1.95|preserved_from_existing_final,,,
KR,272580,272580,TIGER 단기채권액티브,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,채권|단기채권|액티브|방어,ready_with_metrics,2.09,0.0,-0.15,0.77,0.77%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,273130,273130,KODEX 종합채권(AA-이상)액티브,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,채권|종합채권|방어,ready_with_metrics,1.34,0.02,-13.19,1.56,1.56%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,278530,278530,KODEX 200TR,ETF,existing_finple_kr_csv,standard,core,medium,core,True,국내지수|코스피|대표지수|TR|핵심,ready_with_metrics,1.61,1.06,-38.14,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=19.16|preserved_from_existing_final,,,
KR,292150,292150,TIGER 코리아TOP10,ETF,existing_finple_kr_csv,standard,core,medium,core,True,국내지수|대형주|대표지수|핵심,ready_with_metrics,2.89,1.14,-39.67,0.68,0.68%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=22.0|preserved_from_existing_final,,,
KR,310970,310970,TIGER MSCI Korea TR,ETF,existing_finple_kr_csv,standard,core,medium,core,True,국내지수|MSCI Korea|대표지수|TR|핵심,ready_with_metrics,4.66,1.1,-35.08,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=25.06|preserved_from_existing_final,,,
KR,329200,329200,TIGER 리츠부동산인프라,ETF,existing_finple_kr_csv,standard,dividend,medium,dividend|core,True,리츠|인프라|배당,ready_with_metrics,3.35,0.18,-36.48,9.26,9.26%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,329650,329650,KODEX TRF3070,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,혼합형|TRF|채권혼합|방어,ready_with_metrics,5.68,0.09,-10.71,1.75,1.75%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,329660,329660,KODEX TRF5050,ETF,existing_finple_kr_csv,standard,core,medium,core,True,혼합형|TRF|자산배분|핵심,ready_with_metrics,9.27,0.15,-16.36,1.44,1.44%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,329670,329670,KODEX TRF7030,ETF,existing_finple_kr_csv,standard,growth,medium,growth|core,True,혼합형|TRF|자산배분|성장,ready_with_metrics,12.78,0.2,-22.11,1.3,1.30%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,357870,357870,TIGER CD금리투자KIS(합성),ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,현금성|CD금리|금리형|방어,ready_with_metrics,2.44,0.0,-0.07,0.11,0.11%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,360200,360200,ACE 미국S&P500,ETF,existing_finple_kr_csv,standard,core,medium,core,True,해외지수|S&P500|대표지수|핵심,ready_with_metrics,21.01,0.21,-19.12,0.85,0.85%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,360750,360750,TIGER 미국S&P500,ETF,existing_finple_kr_csv,standard,core,medium,core,True,해외지수|S&P500|대표지수|핵심,ready_with_metrics,20.87,0.21,-19.15,0.94,0.94%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,379800,379800,KODEX 미국S&P500,ETF,existing_finple_kr_csv,standard,core,medium,core,True,해외지수|S&P500|대표지수|핵심,ready_with_metrics,20.41,0.19,-19.16,1.52,1.52%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,385540,385540,RISE 종합채권(A-이상)액티브,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,채권|종합채권|방어,ready_with_metrics,0.94,0.02,-11.65,1.11,1.11%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,402970,402970,ACE 미국배당다우존스,ETF,existing_finple_kr_csv,standard,dividend,medium,dividend|core,True,해외지수|미국배당|배당|핵심,ready_with_metrics,13.99,0.08,-13.22,2.74,2.74%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,411060,411060,ACE KRX금현물,ETF,existing_finple_kr_csv,standard,defensive,medium,defensive|core,True,원자재|금|현물|방어,ready_with_metrics,28.64,0.04,-22.76,0.0,-,no_dividend,existing_zero,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,423160,423160,KODEX KOFR금리액티브(합성),ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,현금성|KOFR|금리형|방어,ready_with_metrics,3.04,-0.0,-0.21,1.92,1.92%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,429000,429000,TIGER 미국S&P500배당귀족,ETF,existing_finple_kr_csv,standard,dividend,medium,dividend|core,True,해외지수|S&P500|미국배당|배당,ready_with_metrics,10.38,0.07,-11.76,1.92,1.92%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,433330,433330,SOL 미국S&P500,ETF,existing_finple_kr_csv,standard,core,medium,core,True,해외지수|S&P500|대표지수|핵심,ready_with_metrics,25.18,0.15,-19.25,0.78,0.78%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,446720,446720,SOL 미국배당다우존스,ETF,existing_finple_kr_csv,standard,dividend,medium,dividend|core,True,해외지수|미국배당|배당|핵심,ready_with_metrics,14.43,0.04,-13.3,2.72,2.72%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,449170,449170,TIGER KOFR금리액티브(합성),ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,현금성|KOFR|금리형|방어,ready_with_metrics,3.21,-0.0,-0.0,0.61,0.61%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,453850,453850,ACE 미국30년국채액티브(H),ETF,existing_finple_kr_csv,standard,defensive,medium,defensive|core,True,채권|미국채|장기채|환헤지|방어,ready_with_metrics,-6.31,0.12,-23.75,3.97,3.97%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,455890,455890,RISE 머니마켓액티브,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,현금성|머니마켓|금리형|방어,ready_with_metrics,3.65,-0.0,-0.04,1.39,1.39%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,458730,458730,TIGER 미국배당다우존스,ETF,existing_finple_kr_csv,standard,dividend,medium,dividend|core,True,해외지수|미국배당|배당|핵심,ready_with_metrics,20.42,0.02,-13.12,2.67,2.67%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,459580,459580,KODEX CD금리액티브(합성),ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,현금성|CD금리|금리형|방어,ready_with_metrics,3.15,-0.0,-0.19,1.98,1.98%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,472150,472150,TIGER 배당커버드콜액티브,ETF,existing_finple_kr_csv,standard,dividend,medium,dividend|core,True,국내배당|커버드콜|배당,ready_with_metrics,2.58,0.94,-18.58,11.27,11.27%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=63.76|preserved_from_existing_final,,,
KR,488770,488770,KODEX 머니마켓액티브,ETF,existing_finple_kr_csv,standard,defensive,low-medium,defensive|core,True,현금성|머니마켓|금리형|방어,ready_with_metrics,3.24,-0.0,0.0,1.43,1.43%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,091160,091160,KODEX 반도체,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,국내섹터|반도체|성장,ready_with_metrics,8.74,1.31,-45.41,0.27,0.27%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=25.53|preserved_from_existing_final,,,
KR,091180,091180,KODEX 자동차,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,국내섹터|자동차|경기민감|성장,ready_with_metrics,10.25,0.93,-53.38,1.71,1.71%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=10.2|preserved_from_existing_final,,,
KR,091230,091230,TIGER 반도체,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,국내섹터|반도체|성장,ready_with_metrics,9.42,1.31,-44.66,0.25,0.25%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=26.22|preserved_from_existing_final,,,
KR,114800,114800,KODEX 인버스,ETF,existing_finple_kr_csv,standard,aggressive,very-high,aggressive,False,레버리지/인버스|코스피|공격형,ready_with_metrics,-18.49,-0.96,-88.38,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=-18.26|preserved_from_existing_final,,,
KR,122630,122630,KODEX 레버리지,ETF,existing_finple_kr_csv,standard,aggressive,very-high,aggressive,False,레버리지/인버스|코스피|공격형,ready_with_metrics,5.7,2.22,-66.22,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=32.62|preserved_from_existing_final,,,
KR,130680,130680,TIGER 원유선물Enhanced(H),ETF,existing_finple_kr_csv,standard,aggressive,high,aggressive,False,원자재|원유|선물|환헤지|공격형,ready_with_metrics,5.8,0.22,-76.81,0.35,0.35%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=7.42|preserved_from_existing_final,,,
KR,132030,132030,KODEX 골드선물(H),ETF,existing_finple_kr_csv,standard,defensive,medium,defensive|core,False,원자재|금|선물|환헤지|방어,ready_with_metrics,10.54,0.17,-24.67,0.51,0.51%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=10.21|preserved_from_existing_final,,,
KR,133690,133690,TIGER 미국나스닥100,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,해외지수|나스닥100|대표지수|성장,ready_with_metrics,24.15,0.35,-31.03,0.53,0.53%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,138910,138910,KODEX 구리선물(H),ETF,existing_finple_kr_csv,standard,aggressive,high,aggressive,False,원자재|구리|선물|환헤지|공격형,ready_with_metrics,7.96,0.34,-41.81,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=7.72|preserved_from_existing_final,,,
KR,139260,139260,TIGER 200 IT,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,국내섹터|IT|코스피|성장,ready_with_metrics,9.35,1.36,-44.07,0.28,0.28%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=28.81|preserved_from_existing_final,,,
KR,143860,143860,TIGER 헬스케어,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,국내섹터|헬스케어|성장,ready_with_metrics,4.19,0.49,-56.23,0.02,0.02%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=3.83|preserved_from_existing_final,,,
KR,144600,144600,KODEX 은선물(H),ETF,existing_finple_kr_csv,standard,aggressive,high,aggressive,False,원자재|은|선물|환헤지|공격형,ready_with_metrics,12.12,0.44,-49.3,0.32,0.32%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=12.56|preserved_from_existing_final,,,
KR,157510,157510,TIGER 자동차,ETF,existing_finple_kr_csv,standard,growth,medium-high,growth|core,False,국내섹터|자동차|경기민감|성장,ready_with_metrics,-8.75,1.06,-36.35,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=-8.01|preserved_from_existing_final,,,
KR,182480,182480,TIGER 미국MSCI리츠(합성 H),ETF,existing_finple_kr_csv,standard,dividend,medium-high,dividend|core,False,리츠|미국리츠|환헤지|배당,ready_with_metrics,4.51,0.39,-44.19,3.13,3.13%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=4.46|preserved_from_existing_final,,,
KR,229200,229200,KODEX 코스닥150,ETF,existing_finple_kr_csv,standard,core,medium-high,core,False,국내지수|코스닥|대표지수|성장,ready_with_metrics,7.27,0.79,-57.22,0.22,0.22%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=6.9|preserved_from_existing_final,,,
KR,232080,232080,TIGER 코스닥150,ETF,existing_finple_kr_csv,standard,core,medium-high,core,False,국내지수|코스닥|대표지수|성장,ready_with_metrics,7.26,0.79,-57.56,0.17,0.17%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=6.97|preserved_from_existing_final,,,
KR,233740,233740,KODEX 코스닥150레버리지,ETF,existing_finple_kr_csv,standard,aggressive,very-high,aggressive,False,레버리지/인버스|코스닥|공격형,ready_with_metrics,4.48,1.6,-85.98,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import; KR CAGR normalized override restored from v2.2.3; rawCagrBeforeFinal=4.06|preserved_from_existing_final,,,
KR,245710,245710,ACE 베트남VN30(합성),ETF,existing_finple_kr_csv,standard,growth,high,growth|core,False,해외지수|베트남|신흥국|성장,ready_with_metrics,12.59,0.27,-42.3,0.28,0.28%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,252670,252670,KODEX 200선물인버스2X,ETF,existing_finple_kr_csv,standard,aggressive,very-high,aggressive,False,레버리지/인버스|코스피|공격형,ready_with_metrics,-37.67,-1.84,-99.18,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,261220,261220,KODEX WTI원유선물(H),ETF,existing_finple_kr_csv,standard,aggressive,high,aggressive,False,원자재|원유|선물|환헤지|공격형,ready_with_metrics,3.05,0.16,-88.57,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,261240,261240,KODEX 미국달러선물,ETF,existing_finple_kr_csv,standard,defensive,medium,defensive|core,False,통화|달러|환율|방어,ready_with_metrics,4.86,-0.14,-19.74,0.87,0.87%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,261250,261250,KODEX 미국달러선물인버스,ETF,existing_finple_kr_csv,standard,aggressive,high,aggressive,False,통화|달러|인버스|공격형,ready_with_metrics,7.12,-0.29,-29.24,0.71,0.71%,dividend_confirmed,existing_or_yfinance,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
KR,261260,261260,KODEX 미국달러선물레버리지,ETF,existing_finple_kr_csv,standard,aggressive,very-high,aggressive,False,통화|달러|레버리지|공격형,ready_with_metrics,-8.11,0.28,-65.13,0.0,-,no_dividend,policy_zero_kr_special_etf,fdr_close_price,ready_with_metrics,,metrics close basis 2026-05-24; dividend pending; validate before app import|preserved_from_existing_final,,,
